levelName,p,cost,cost.screen,cost.tb.assessment,cost.tpt,cost.att,cost.ppd,cost.nhs,screen,igra,ltbi,tpt,prevtbdx,coprevtb,att,attend,tptend,check
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           ¦   °--did not complete TPT                                                              ,1-int.prop.completing.tpt,cost.tpt.incomplete,0,0,cost.tpt.incomplete,0,cost.tpt.incomplete,cost.tpt.incomplete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           °--does not get TPT                                                                      ,1-int.prop.starting.tpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                       ,1-int.prop.staying.o3.months,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                           ,int.prop.staying.u3.months.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse            ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦       °--TPT outcomes                                                                          ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           ¦--gets TPT                                                                          ,int.prop.starting.tpt,cost.tpt.initiation,0,0,cost.tpt.initiation,0,ucost.prison.escort,ucost.nhs.tb.service,0,0,0,1,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           ¦   ¦--completed TPT                                                                 ,int.prop.completing.tpt,cost.tpt.complete,0,0,cost.tpt.complete,0,cost.tpt.complete,cost.tpt.complete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           ¦   °--did not complete TPT                                                          ,1-int.prop.completing.tpt,cost.tpt.incomplete,0,0,cost.tpt.incomplete,0,cost.tpt.incomplete,cost.tpt.incomplete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           °--does not get TPT                                                                  ,1-int.prop.starting.tpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           °--Early removal scheme or deportation                                                           ,1-int.prop.staying.u3.months.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   °--did not Attend                                                                                            ,1-int.prop.attend.nhs.referral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   °--Not referred to NHS TB service                                                                                ,1-nhs.referral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   °--Normal chest x-ray                                                                                                ,1-int.prop.abnormal.xray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       ¦--In prison/IRC for >3 months                                                                                   ,int.prop.staying.o3.months,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       ¦   °--Refer for treatment                                                                                       ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       ¦       °--TPT outcomes                                                                                          ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       ¦           ¦--gets TPT                                                                                          ,int.prop.starting.tpt,cost.tpt.initiation,0,0,cost.tpt.initiation,0,ucost.prison.escort,ucost.nhs.tb.service,0,0,0,1,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       ¦           ¦   ¦--completed TPT                                                                                 ,int.prop.completing.tpt,cost.tpt.complete,0,0,cost.tpt.complete,0,cost.tpt.complete,cost.tpt.complete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       ¦           ¦   °--did not complete TPT                                                                          ,1-int.prop.completing.tpt,cost.tpt.incomplete,0,0,cost.tpt.incomplete,0,cost.tpt.incomplete,cost.tpt.incomplete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       ¦           °--does not get TPT                                                                                  ,1-int.prop.starting.tpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       °--In prison/IRC for <3 months                                                                                   ,1-int.prop.staying.o3.months,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                       ,int.prop.staying.u3.months.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                        ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           ¦       °--TPT outcomes                                                                                      ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           ¦           ¦--gets TPT                                                                                      ,int.prop.starting.tpt,cost.tpt.initiation,0,0,cost.tpt.initiation,0,ucost.prison.escort,ucost.nhs.tb.service,0,0,0,1,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           ¦           ¦   ¦--completed TPT                                                                             ,int.prop.completing.tpt,cost.tpt.complete,0,0,cost.tpt.complete,0,cost.tpt.complete,cost.tpt.complete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           ¦           ¦   °--did not complete TPT                                                                      ,1-int.prop.completing.tpt,cost.tpt.incomplete,0,0,cost.tpt.incomplete,0,cost.tpt.incomplete,cost.tpt.incomplete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           ¦           °--does not get TPT                                                                              ,1-int.prop.starting.tpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           °--Early removal scheme or deportation                                                                       ,1-int.prop.staying.u3.months.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       °--No chest x-ray                                                                                                        ,1-int.prop.xray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦--Referred to NHS TB service                                                                                        ,nhs.referral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦--Attended                                                                                                      ,int.prop.attend.nhs.referral,cost.tb.evaluation,0,cost.tb.evaluation,0,0,ucost.prison.escort,ucost.nhs.tb.service + ucost.tb.investigations,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦   ¦--TB                                                                                                        ,int.prop.no.xray.tb.dx,cost.contact.management,0,0,0,cost.contact.management,cost.contact.management,0,0,0,0,0,0,1,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦   ¦   °--TB outcomes                                                                                           ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦   ¦       ¦--ATT                                                                                               ,int.prop.starting.att,cost.att.initiation,0,0,0,cost.att.initiation,int.prop.attend.nhs.referral*ucost.prison.escort,int.prop.attend.nhs.referral*ucost.nhs.tb.service,0,0,0,0,0,0,1,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦   ¦       ¦   ¦--completed ATT                                                                                 ,int.prop.completing.att,cost.att.complete,0,0,0,cost.att.complete,cost.att.complete,cost.att.complete,0,0,0,0,0,0,0,1,0,1
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦   ¦       ¦   °--did not complete ATT                                                                          ,1-int.prop.completing.att,cost.att.incomplete,0,0,0,cost.att.incomplete,cost.att.incomplete,cost.att.incomplete,0,0,0,0,0,0,0,1,0,1
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦   ¦       °--no ATT                                                                                            ,1-int.prop.starting.att,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦   °--Not TB                                                                                                    ,1-int.prop.no.xray.tb.dx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦       ¦--In prison/IRC for >3 months                                                                           ,int.prop.staying.o3.months,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦       ¦   °--Refer for treatment                                                                               ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦       ¦       °--TPT outcomes                                                                                  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦       ¦           ¦--gets TPT                                                                                  ,int.prop.starting.tpt,cost.tpt.initiation,0,0,cost.tpt.initiation,0,ucost.prison.escort,ucost.nhs.tb.service,0,0,0,1,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦       ¦           ¦   ¦--completed TPT                                                                         ,int.prop.completing.tpt,cost.tpt.complete,0,0,cost.tpt.complete,0,cost.tpt.complete,cost.tpt.complete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦       ¦           ¦   °--did not complete TPT                                                                  ,1-int.prop.completing.tpt,cost.tpt.incomplete,0,0,cost.tpt.incomplete,0,cost.tpt.incomplete,cost.tpt.incomplete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦       ¦           °--does not get TPT                                                                          ,1-int.prop.starting.tpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦       °--In prison/IRC for <3 months                                                                           ,1-int.prop.staying.o3.months,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                               ,int.prop.staying.u3.months.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦           ¦       °--TPT outcomes                                                                              ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦           ¦           ¦--gets TPT                                                                              ,int.prop.starting.tpt,cost.tpt.initiation,0,0,cost.tpt.initiation,0,ucost.prison.escort,ucost.nhs.tb.service,0,0,0,1,0,0,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦           ¦           ¦   ¦--completed TPT                                                                     ,int.prop.completing.tpt,cost.tpt.complete,0,0,cost.tpt.complete,0,cost.tpt.complete,cost.tpt.complete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦           ¦           ¦   °--did not complete TPT                                                              ,1-int.prop.completing.tpt,cost.tpt.incomplete,0,0,cost.tpt.incomplete,0,cost.tpt.incomplete,cost.tpt.incomplete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦           ¦           °--does not get TPT                                                                      ,1-int.prop.starting.tpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦           °--Early removal scheme or deportation                                                               ,1-int.prop.staying.u3.months.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   °--did not Attend                                                                                                ,1-int.prop.attend.nhs.referral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦           °--Not referred to NHS TB service                                                                                    ,1-nhs.referral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           ¦   °--IGRA test -                                                                                                                   ,1-int.prop.igra.test.positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               ¦           °--no IGRA test                                                                                                                      ,1-int.prop.igra.tested,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦               °--No chest x-ray                                                                                                                                ,1-int.prop.xray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                   °--LTBI pathway                                                                                                                              ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦--IGRA test                                                                                                                             ,int.prop.igra.tested,cost.igra.test,0,0,cost.igra.test,0,0,ucost.igra.test,0,1,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦--IGRA test +                                                                                                                       ,int.prop.igra.test.positive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦--Previous chest x-ray                                                                                                          ,int.prop.prev.xray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦--Abornomal chest x-ray                                                                                                     ,int.prop.abnormal.xray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦--Referred to NHS TB service                                                                                            ,nhs.referral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦--Attended                                                                                                          ,int.prop.attend.nhs.referral,cost.tb.evaluation,0,cost.tb.evaluation,0,0,ucost.prison.escort,ucost.nhs.tb.service + ucost.tb.investigations,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦   ¦--TB                                                                                                            ,int.prop.abn.xray.tb.dx,cost.contact.management,0,0,0,cost.contact.management,cost.contact.management,0,0,0,0,0,0,1,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦   ¦   °--TB outcomes                                                                                               ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦   ¦       ¦--ATT                                                                                                   ,int.prop.starting.att,cost.att.initiation,0,0,0,cost.att.initiation,int.prop.attend.nhs.referral*ucost.prison.escort,int.prop.attend.nhs.referral*ucost.nhs.tb.service,0,0,0,0,0,0,1,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦   ¦       ¦   ¦--completed ATT                                                                                     ,int.prop.completing.att,cost.att.complete,0,0,0,cost.att.complete,cost.att.complete,cost.att.complete,0,0,0,0,0,0,0,1,0,1
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦   ¦       ¦   °--did not complete ATT                                                                              ,1-int.prop.completing.att,cost.att.incomplete,0,0,0,cost.att.incomplete,cost.att.incomplete,cost.att.incomplete,0,0,0,0,0,0,0,1,0,1
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦   ¦       °--no ATT                                                                                                ,1-int.prop.starting.att,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦   °--Not TB                                                                                                        ,1-int.prop.abn.xray.tb.dx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                                               ,int.prop.staying.o3.months,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦       ¦   °--Refer for treatment                                                                                   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦       ¦       °--TPT outcomes                                                                                      ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦       ¦           ¦--gets TPT                                                                                      ,int.prop.starting.tpt,cost.tpt.initiation,0,0,cost.tpt.initiation,0,ucost.prison.escort,ucost.nhs.tb.service,0,0,0,1,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦       ¦           ¦   ¦--completed TPT                                                                             ,int.prop.completing.tpt,cost.tpt.complete,0,0,cost.tpt.complete,0,cost.tpt.complete,cost.tpt.complete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦       ¦           ¦   °--did not complete TPT                                                                      ,1-int.prop.completing.tpt,cost.tpt.incomplete,0,0,cost.tpt.incomplete,0,cost.tpt.incomplete,cost.tpt.incomplete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦       ¦           °--does not get TPT                                                                              ,1-int.prop.starting.tpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                               ,1-int.prop.staying.o3.months,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                   ,int.prop.staying.u3.months.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                    ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦           ¦       °--TPT outcomes                                                                                  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦           ¦           ¦--gets TPT                                                                                  ,int.prop.starting.tpt,cost.tpt.initiation,0,0,cost.tpt.initiation,0,ucost.prison.escort,ucost.nhs.tb.service,0,0,0,1,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦           ¦           ¦   ¦--completed TPT                                                                         ,int.prop.completing.tpt,cost.tpt.complete,0,0,cost.tpt.complete,0,cost.tpt.complete,cost.tpt.complete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦           ¦           ¦   °--did not complete TPT                                                                  ,1-int.prop.completing.tpt,cost.tpt.incomplete,0,0,cost.tpt.incomplete,0,cost.tpt.incomplete,cost.tpt.incomplete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦           ¦           °--does not get TPT                                                                          ,1-int.prop.starting.tpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   ¦           °--Early removal scheme or deportation                                                                   ,1-int.prop.staying.u3.months.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   ¦   °--did not Attend                                                                                                    ,1-int.prop.attend.nhs.referral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦                       ¦   ¦   ¦   ¦   °--Not referred to NHS TB service                                                                                        ,1-nhs.referral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦                       ¦   ¦   ¦   °--Normal chest x-ray                                                                                                        ,1-int.prop.abnormal.xray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                                                           ,int.prop.staying.o3.months,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦       ¦   °--Refer for treatment                                                                                               ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦       ¦       °--TPT outcomes                                                                                                  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦       ¦           ¦--gets TPT                                                                                                  ,int.prop.starting.tpt,cost.tpt.initiation,0,0,cost.tpt.initiation,0,ucost.prison.escort,ucost.nhs.tb.service,0,0,0,1,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦       ¦           ¦   ¦--completed TPT                                                                                         ,int.prop.completing.tpt,cost.tpt.complete,0,0,cost.tpt.complete,0,cost.tpt.complete,cost.tpt.complete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦                       ¦   ¦   ¦       ¦           ¦   °--did not complete TPT                                                                                  ,1-int.prop.completing.tpt,cost.tpt.incomplete,0,0,cost.tpt.incomplete,0,cost.tpt.incomplete,cost.tpt.incomplete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦                       ¦   ¦   ¦       ¦           °--does not get TPT                                                                                          ,1-int.prop.starting.tpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦                       ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                                           ,1-int.prop.staying.o3.months,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                               ,int.prop.staying.u3.months.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                                ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦           ¦       °--TPT outcomes                                                                                              ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦           ¦           ¦--gets TPT                                                                                              ,int.prop.starting.tpt,cost.tpt.initiation,0,0,cost.tpt.initiation,0,ucost.prison.escort,ucost.nhs.tb.service,0,0,0,1,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦   ¦           ¦           ¦   ¦--completed TPT                                                                                     ,int.prop.completing.tpt,cost.tpt.complete,0,0,cost.tpt.complete,0,cost.tpt.complete,cost.tpt.complete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦                       ¦   ¦   ¦           ¦           ¦   °--did not complete TPT                                                                              ,1-int.prop.completing.tpt,cost.tpt.incomplete,0,0,cost.tpt.incomplete,0,cost.tpt.incomplete,cost.tpt.incomplete,0,0,0,0,0,0,0,0,1,1
     ¦   ¦   ¦                       ¦   ¦   ¦           ¦           °--does not get TPT                                                                                      ,1-int.prop.starting.tpt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦                       ¦   ¦   ¦           °--Early removal scheme or deportation                                                                               ,1-int.prop.staying.u3.months.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦                       ¦   ¦   °--No previous chest x-ray                                                                                                       ,1-int.prop.prev.xray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦       ¦--Chest x-ray                                                                                                               ,int.prop.xray,cost.chest.xray,0,cost.chest.xray,0,0,0,cost.chest.xray,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦       ¦   ¦--Abornomal chest x-ray                                                                                                 ,int.prop.abnormal.xray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦       ¦   ¦   ¦--Referred to NHS TB service                                                                                        ,nhs.referral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦       ¦   ¦   ¦   ¦--Attended                                                                                                      ,int.prop.attend.nhs.referral,cost.tb.evaluation,0,cost.tb.evaluation,0,0,ucost.prison.escort,ucost.nhs.tb.service + ucost.tb.investigations,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦       ¦   ¦   ¦   ¦   ¦--TB                                                                                                        ,int.prop.abn.xray.tb.dx,cost.contact.management,0,0,0,cost.contact.management,cost.contact.management,0,0,0,0,0,0,1,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦       ¦   ¦   ¦   ¦   ¦   °--TB outcomes                                                                                           ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦       ¦   ¦   ¦   ¦   ¦       ¦--ATT                                                                                               ,int.prop.starting.att,cost.att.initiation,0,0,0,cost.att.initiation,int.prop.attend.nhs.referral*ucost.prison.escort,int.prop.attend.nhs.referral*ucost.nhs.tb.service,0,0,0,0,0,0,1,0,0,0
     ¦   ¦   ¦                       ¦   ¦       ¦   ¦   ¦   ¦   ¦       ¦   ¦--completed ATT                                                                                 ,int.prop.completing.att,cost.att.complete,0,0,0,cost.att.complete,cost.att.complete,cost.att.complete,0,0,0,0,0,0,0,1,0,1
     ¦   ¦   ¦                       ¦   ¦       ¦   ¦   ¦   ¦   ¦       ¦   °--did not complete ATT                                                                          ,1-int.prop.completing.att,cost.att.incomplete,0,0,0,cost.att.incomplete,cost.att.incomplete,cost.att.incomplete,0,0,0,0,0,0,0,1,0,1
     ¦   ¦   ¦                       ¦   ¦       ¦   ¦   ¦   ¦   ¦       °--no ATT                                                                                            ,1-int.prop.starting.att,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
     ¦   ¦   ¦                       ¦   ¦       ¦   ¦   ¦   ¦   °--Not TB                                                                                                    ,1-int.prop.abn.xray.tb.dx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦       ¦   ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                                           ,int.prop.staying.o3.months,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
     ¦   ¦   ¦                       ¦   ¦       ¦   ¦   ¦   ¦       ¦   °--Refer for treatment                                                                               ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
